material_id;topo_class;sub_class;cross_type
mp-34765;SM*;ESFD†;Point
mp-3513;SM*;ESFD†;Point
mp-3701;SM*;ESFD†;Point
mp-4198;trivial*;LCEBR†;
mp-4340;SM*;ES†;Line
mp-4475;SM*;ESFD†;Point
mp-4558;trivial*;LCEBR†;
mp-4793;SM*;ES†;Line
mp-5131;SM*;ESFD†;Point
mp-540943;trivial*;LCEBR†;
mp-541001;trivial*;LCEBR†;
mp-542021;SM*;ESFD†;Point
mp-542458;SM*;ES†;Line
mp-5426;SM*;ESFD†;Point
mp-542888;trivial*;LCEBR†;
mp-5491;TI*;SEBR†;
mp-5526;SM*;ESFD†;Point
mp-554645;trivial*;LCEBR†;
mp-555821;SM*;ESFD†;Point
mp-556488;SM*;ES†;Line
mp-558491;trivial*;LCEBR†;
mp-559521;trivial*;LCEBR†;
mp-559976;TI*;SEBR†;
mp-561456;TI*;NLC†;
mp-561725;trivial*;LCEBR†;
mp-562102;trivial*;LCEBR†;
mp-567807;TI*;SEBR†;
mp-568744;TI*;SEBR†;
mp-569178;SM*;ES†;Line
mp-569745;TI*;SEBR†;
mp-569802;SM*;ESFD†;Point
mp-569853;trivial*;LCEBR†;
mp-572551;trivial*;LCEBR†;
mp-58;SM*;ESFD†;Point
mp-5914;trivial*;LCEBR†;
mp-6031;trivial*;LCEBR†;
mp-605650;SM*;ESFD†;Point
mp-605912;TI*;NLC†;
mp-622591;trivial*;LCEBR†;
mp-625394;trivial*;LCEBR†;
mp-631961;SM*;ESFD†;Point
mp-643306;trivial*;LCEBR†;
mp-645159;SM*;ES†;Plane
mp-647606;TI*;SEBR†;
mp-669357;trivial*;LCEBR†;
mp-67;SM*;ESFD†;Point
mp-677;TI*;NLC†;
mp-6798;trivial*;LCEBR†;
mp-684017;trivial*;LCEBR†;
mp-696695;trivial*;LCEBR†;
mp-696736;trivial*;LCEBR†;
mp-697120;trivial*;LCEBR†;
mp-7003;SM*;ESFD†;Point
mp-7109;SM*;ESFD†;Point
mp-7159;SM*;ESFD†;Point
mp-7374;trivial*;LCEBR†;
mp-7446;trivial*;LCEBR†;
mp-7502;trivial*;LCEBR†;
mp-753183;trivial*;LCEBR†;
mp-767;SM*;ES†;Line
mp-7670;trivial*;LCEBR†;
mp-7739;trivial*;LCEBR†;
mp-7935;SM*;ESFD†;Point
mp-8260;SM*;ESFD†;Point
mp-8399;trivial*;LCEBR†;
mp-8605;SM*;ESFD†;Point
mp-9350;SM*;ES†;Line
mp-973682;SM*;ES†;Plane
mp-975140;trivial*;LCEBR†;
mp-9775;trivial*;LCEBR†;
mp-1005986;SM*;ESFD†;Point
mp-1008632;TI*;SEBR†;
mp-10110;SM*;ESFD†;Point
mp-1018129;TI*;SEBR†;
mp-1018800;SM*;ESFD†;Point
mp-1018804;SM*;ESFD†;Point
mp-1018813;TI*;SEBR†;
mp-1020608;trivial*;LCEBR†;
mp-10373;SM*;ESFD†;Point
mp-10456;TI*;NLC†;
mp-10468;SM*;ESFD†;Point
mp-10769;TI*;SEBR†;
mp-10866;SM*;ESFD†;Point
mp-11016;trivial*;LCEBR†;
mp-11236;TI*;SEBR†;
mp-11515;TI*;NLC†;
mp-11553;SM*;ESFD†;Point
mp-11743;trivial*;LCEBR†;
mp-12027;trivial*;LCEBR†;
mp-12287;trivial*;LCEBR†;
mp-12362;trivial*;LCEBR†;
mp-12434;SM*;ESFD†;Point
mp-12584;SM*;ESFD†;Point
mp-12701;TI*;NLC†;
mp-1274;SM*;ESFD†;Point
mp-12860;trivial*;LCEBR†;
mp-12903;trivial*;LCEBR†;
mp-13463;SM*;ES†;Line
mp-1384;SM*;ES†;Line
mp-13974;TI*;SEBR†;
mp-14205;trivial*;LCEBR†;
mp-14495;trivial*;LCEBR†;
mp-1492;trivial*;LCEBR†;
mp-1507;TI*;SEBR†;
mp-1546;TI*;SEBR†;
mp-15551;trivial*;LCEBR†;
mp-15685;trivial*;LCEBR†;
mp-16031;trivial*;LCEBR†;
mp-1623;TI*;SEBR†;
mp-1654;TI*;SEBR†;
mp-17730;trivial*;LCEBR†;
mp-18093;trivial*;LCEBR†;
mp-1811;SM*;ESFD†;Point
mp-18645;SM*;ESFD†;Point
mp-1876;TI*;SEBR†;
mp-19071;TI*;SEBR†;
mp-19202;TI*;SEBR†;
mp-19230;trivial*;LCEBR†;
mp-19341;trivial*;LCEBR†;
mp-19394;SM*;ESFD†;Point
mp-19900;SM*;ESFD†;Point
mp-2026;SM*;ES†;Line
mp-20336;TI*;SEBR†;
mp-20867;SM*;ESFD†;Point
mp-21227;SM*;ESFD†;Point
mp-21231;trivial*;LCEBR†;
mp-21845;SM*;ESFD†;Point
mp-2209;SM*;ES†;Line
mp-22538;trivial*;LCEBR†;
mp-226;trivial*;LCEBR†;
mp-22786;trivial*;LCEBR†;
mp-22865;trivial*;LCEBR†;
mp-2289;SM*;ES†;Line
mp-22908;trivial*;LCEBR†;
mp-23161;SM*;ESFD†;Point
mp-23282;SM*;ESFD†;Point
mp-23318;trivial*;LCEBR†;
mp-2350;SM*;ESFD†;Point
mp-2422;SM*;ES†;Line
mp-24345;trivial*;LCEBR†;
mp-2626;SM*;ESFD†;Point
mp-2665;SM*;ESFD†;Point
mp-27837;trivial*;LCEBR†;
mp-27962;trivial*;LCEBR†;
mp-28232;trivial*;LCEBR†;
mp-28233;SM*;ESFD†;Point
mp-28323;trivial*;LCEBR†;
mp-2843;trivial*;LCEBR†;
mp-28778;trivial*;LCEBR†;
mp-29558;trivial*;LCEBR†;
mp-2958;TI*;NLC†;
mp-30461;trivial*;LCEBR†;
mp-30564;SM*;ESFD†;Point
mp-30581;SM*;ESFD†;Point
mp-30662;trivial*;LCEBR†;
mp-30848;TI*;NLC†;
mp-31386;trivial*;LCEBR†;
mp-31453;SM*;ESFD†;Point
mp-31469;SM*;ESFD†;Point
mp-3190;SM*;ES†;Line
mp-3415;SM*;ES†;Line
mp-395;TI*;SEBR†;
mp-4135;trivial*;LCEBR†;
mp-4326;SM*;ESFD†;Point
mp-4338;TI*;SEBR†;
mp-4790;trivial*;LCEBR†;
mp-5046;trivial*;LCEBR†;
mp-504891;SM*;ES†;Line
mp-505171;trivial*;LCEBR†;
mp-505216;SM*;ESFD†;Point
mp-505473;SM*;ESFD†;Point
mp-515;SM*;ESFD†;Point
mp-540636;trivial*;LCEBR†;
mp-541152;trivial*;LCEBR†;
mp-542031;trivial*;LCEBR†;
mp-542584;SM*;ESFD†;Point
mp-549308;trivial*;LCEBR†;
mp-554025;trivial*;LCEBR†;
mp-554462;SM*;ES†;Line
mp-554737;trivial*;LCEBR†;
mp-555506;trivial*;LCEBR†;
mp-557343;trivial*;LCEBR†;
mp-557441;trivial*;LCEBR†;
mp-557602;trivial*;LCEBR†;
mp-558102;trivial*;LCEBR†;
mp-5584;SM*;ESFD†;Point
mp-559373;trivial*;LCEBR†;
mp-560620;trivial*;LCEBR†;
mp-561551;trivial*;LCEBR†;
mp-562338;trivial*;LCEBR†;
mp-5660;SM*;ESFD†;Point
mp-567379;TI*;NLC†;
mp-568938;SM*;ESFD†;Point
mp-569807;SM*;ES†;Line
mp-569886;SM*;ES†;Line
mp-570520;trivial*;LCEBR†;
mp-570853;trivial*;LCEBR†;
mp-606377;SM*;ES†;Line
mp-6074;SM*;ESFD†;Point
mp-615314;TI*;NLC†;
mp-624929;trivial*;LCEBR†;
mp-626864;trivial*;LCEBR†;
mp-642706;trivial*;LCEBR†;
mp-643265;trivial*;LCEBR†;
mp-643586;trivial*;LCEBR†;
mp-647489;trivial*;LCEBR†;
mp-6917;SM*;ES†;Line
mp-696649;trivial*;LCEBR†;
mp-7625;SM*;ESFD†;Point
mp-7755;SM*;ESFD†;Point
mp-8179;trivial*;LCEBR†;
mp-8281;trivial*;LCEBR†;
mp-8338;SM*;ESFD†;Point
mp-85;SM*;ESFD†;Point
mp-865274;trivial*;LCEBR†;
mp-888;trivial*;LCEBR†;
mp-9570;trivial*;LCEBR†;
mp-973878;TI*;SEBR†;
mp-975665;SM*;ESFD†;Point
mp-9799;SM*;ES†;Line
mp-9843;trivial*;LCEBR†;
mp-10000;SM*;ES†;Line
mp-1008911;SM*;ESFD†;Point
mp-1011696;trivial*;LCEBR†;
mp-1018124;SM*;ESFD†;Point
mp-1019357;SM*;ESFD†;Point
mp-10510;trivial*;LCEBR†;
mp-11332;TI*;SEBR†;
mp-11411;TI*;NLC†;
mp-11441;SM*;ESFD†;Point
mp-11552;SM*;ESFD†;Point
mp-12119;SM*;ESFD†;Point
mp-1260;TI*;SEBR†;
mp-12735;SM*;ES†;Line
mp-12774;SM*;ESFD†;Point
mp-12797;trivial*;LCEBR†;
mp-1357;SM*;ESFD†;Point
mp-13686;SM*;ESFD†;Point
mp-13703;trivial*;LCEBR†;
mp-1374;SM*;ESFD†;Point
mp-13866;trivial*;LCEBR†;
mp-13946;trivial*;LCEBR†;
mp-1465;SM*;ES†;Line
mp-15208;SM*;ESFD†;Point
mp-15956;TI*;NLC†;
mp-1609;SM*;ESFD†;Point
mp-1625;SM*;ESFD†;Point
mp-17918;trivial*;LCEBR†;
mp-1841;SM*;ESFD†;Point
mp-18501;trivial*;LCEBR†;
mp-18797;SM*;ES†;Line
mp-18925;SM*;ESFD†;Point
mp-19213;TI*;SEBR†;
mp-1935;SM*;ES†;Line
mp-19385;SM*;ES†;Line
mp-1939;SM*;ESFD†;Point
mp-19403;trivial*;LCEBR†;
mp-20233;SM*;ESFD†;Point
mp-20354;SM*;ESFD†;Point
mp-20545;TI*;SEBR†;
mp-20643;trivial*;LCEBR†;
mp-20803;TI*;SEBR†;
mp-20834;trivial*;LCEBR†;
mp-22017;TI*;SEBR†;
mp-22515;SM*;ESFD†;Point
mp-22720;trivial*;LCEBR†;
mp-22758;TI*;NLC†;
mp-22945;trivial*;LCEBR†;
mp-23012;SM*;ESFD†;Point
mp-23085;SM*;ESFD†;Point
mp-23273;trivial*;LCEBR†;
mp-23330;trivial*;LCEBR†;
mp-23713;trivial*;LCEBR†;
mp-23949;trivial*;LCEBR†;
mp-2402;trivial*;LCEBR†;
mp-2534;trivial*;LCEBR†;
mp-27377;trivial*;LCEBR†;
mp-28218;trivial*;LCEBR†;
mp-28383;trivial*;LCEBR†;
mp-28424;SM*;ESFD†;Point
mp-28593;trivial*;LCEBR†;
mp-29754;trivial*;LCEBR†;
mp-29870;SM*;ESFD†;Point
mp-30401;SM*;ES†;Line
mp-30420;trivial*;LCEBR†;
mp-3065;SM*;ESFD†;Point
mp-3074;trivial*;LCEBR†;
mp-30892;SM*;ESFD†;Point
mp-3469;SM*;ESFD†;Point
mp-3566;SM*;ES†;Line
mp-3847;SM*;ESFD†;Point
mp-4107;SM*;ESFD†;Point
mp-504806;trivial*;LCEBR†;
mp-505271;trivial*;LCEBR†;
mp-505767;trivial*;LCEBR†;
mp-510357;TI*;SEBR†;
mp-5158;trivial*;LCEBR†;
mp-541441;trivial*;LCEBR†;
mp-542214;trivial*;LCEBR†;
mp-554593;TI*;NLC†;
mp-554704;trivial*;LCEBR†;
mp-555679;trivial*;LCEBR†;
mp-555983;TI*;NLC†;
mp-557391;trivial*;LCEBR†;
mp-568619;trivial*;LCEBR†;
mp-568670;trivial*;LCEBR†;
mp-5688;SM*;ES†;Line
mp-569675;trivial*;LCEBR†;
mp-570293;SM*;ES†;Line
mp-570306;trivial*;LCEBR†;
mp-570671;trivial*;LCEBR†;
mp-570987;TI*;NLC†;
mp-571322;SM*;ESFD†;Point
mp-574159;TI*;SEBR†;
mp-624;trivial*;LCEBR†;
mp-630976;SM*;ES†;Line
mp-6332;trivial*;LCEBR†;
mp-636334;TI*;NLC†;
mp-637255;TI*;SEBR†;
mp-640095;TI*;NLC†;
mp-643394;trivial*;LCEBR†;
mp-653579;trivial*;LCEBR†;
mp-662530;trivial*;LCEBR†;
mp-672953;SM*;ESFD†;Point
mp-707135;trivial*;LCEBR†;
mp-707395;trivial*;LCEBR†;
mp-7524;trivial*;LCEBR†;
mp-7586;SM*;ES†;Line
mp-759288;trivial*;LCEBR†;
mp-7962;SM*;ESFD†;Point
mp-7980;trivial*;LCEBR†;
mp-8200;trivial*;LCEBR†;
mp-8412;SM*;ES†;Line
mp-8982;TI*;NLC†;
mp-9047;trivial*;LCEBR†;
mp-9225;SM*;ES†;Plane
mp-9245;SM*;ES†;Line
mp-9481;trivial*;LCEBR†;
mp-9771;trivial*;LCEBR†;
mp-9981;SM*;ES†;Plane
mp-10154;SM*;ESFD†;Point
mp-1018717;TI*;NLC†;
mp-10188;trivial*;LCEBR†;
mp-1018900;TI*;SEBR†;
mp-1020;SM*;ES†;Line
mp-10572;trivial*;LCEBR†;
mp-11000;trivial*;LCEBR†;
mp-11275;SM*;ES†;Line
mp-11393;SM*;ESFD†;Point
mp-11480;SM*;ESFD†;Point
mp-12490;trivial*;LCEBR†;
mp-12924;trivial*;LCEBR†;
mp-12956;trivial*;LCEBR†;
mp-13467;TI*;SEBR†;
mp-14951;trivial*;LCEBR†;
mp-15613;SM*;ESFD†;Point
mp-1774;SM*;ES†;Line
mp-18762;trivial*;LCEBR†;
mp-19133;trivial*;LCEBR†;
mp-19209;trivial*;LCEBR†;
mp-19715;TI*;NLC†;
mp-2006;SM*;ESFD†;Point
mp-20206;SM*;ESFD†;Point
mp-20227;SM*;ESFD†;Point
mp-20424;SM*;ESFD†;Point
mp-20568;trivial*;LCEBR†;
mp-20582;SM*;ESFD†;Point
mp-20745;SM*;ES†;Line
mp-20856;SM*;ESFD†;Point
mp-20892;SM*;ES†;Plane
mp-21057;SM*;ESFD†;Point
mp-21171;TI*;SEBR†;
mp-21428;SM*;ESFD†;Point
mp-21870;SM*;ESFD†;Point
mp-22270;TI*;NLC†;
mp-22570;TI*;NLC†;
mp-22937;trivial*;LCEBR†;
mp-22992;SM*;ESFD†;Point
mp-23003;SM*;ESFD†;Point
mp-2315;trivial*;LCEBR†;
mp-23507;trivial*;LCEBR†;
mp-23582;trivial*;LCEBR†;
mp-24263;trivial*;LCEBR†;
mp-24407;trivial*;LCEBR†;
mp-27230;trivial*;LCEBR†;
mp-27356;trivial*;LCEBR†;
mp-27370;trivial*;LCEBR†;
mp-27546;trivial*;LCEBR†;
mp-27882;trivial*;LCEBR†;
mp-28065;trivial*;LCEBR†;
mp-28192;trivial*;LCEBR†;
mp-28261;trivial*;LCEBR†;
mp-28324;trivial*;LCEBR†;
mp-28553;TI*;SEBR†;
mp-2866;TI*;SEBR†;
mp-2880;SM*;ESFD†;Point
mp-29001;trivial*;LCEBR†;
mp-29243;SM*;ES†;Line
mp-29362;trivial*;LCEBR†;
mp-29388;trivial*;LCEBR†;
mp-29726;SM*;ES†;Line
mp-29993;trivial*;LCEBR†;
mp-30106;trivial*;LCEBR†;
mp-30247;trivial*;LCEBR†;
mp-30293;trivial*;LCEBR†;
mp-30303;trivial*;LCEBR†;
mp-30350;SM*;ESFD†;Point
mp-30496;SM*;ESFD†;Point
mp-30594;TI*;NLC†;
mp-30850;SM*;ESFD†;Point
mp-31379;TI*;SEBR†;
mp-31756;SM*;ESFD†;Point
mp-348;SM*;ESFD†;Point
mp-35143;SM*;ESFD†;Point
mp-3637;trivial*;LCEBR†;
mp-3653;trivial*;LCEBR†;
mp-3669;SM*;ESFD†;Point
mp-3700;trivial*;LCEBR†;
mp-3824;SM*;ESFD†;Point
mp-4206;TI*;SEBR†;
mp-4230;SM*;ESFD†;Point
mp-4627;trivial*;LCEBR†;
mp-4660;SM*;ESFD†;Point
mp-504650;trivial*;LCEBR†;
mp-505502;TI*;NLC†;
mp-510377;SM*;ESFD†;Point
mp-5197;SM*;ESFD†;Point
mp-5348;trivial*;LCEBR†;
mp-541667;trivial*;LCEBR†;
mp-541771;trivial*;LCEBR†;
mp-550514;trivial*;LCEBR†;
mp-552454;trivial*;LCEBR†;
mp-554076;trivial*;LCEBR†;
mp-554235;TI*;SEBR†;
mp-556135;SM*;ESFD†;Point
mp-556523;trivial*;LCEBR†;
mp-557224;trivial*;LCEBR†;
mp-558162;trivial*;LCEBR†;
mp-559212;trivial*;LCEBR†;
mp-560528;trivial*;LCEBR†;
mp-562054;trivial*;LCEBR†;
mp-567855;trivial*;LCEBR†;
mp-568668;TI*;NLC†;
mp-568848;trivial*;LCEBR†;
mp-569059;trivial*;LCEBR†;
mp-569507;trivial*;LCEBR†;
mp-569752;trivial*;LCEBR†;
mp-570050;TI*;SEBR†;
mp-571188;SM*;ESFD†;Point
mp-573390;SM*;ES†;Plane
mp-6040;trivial*;LCEBR†;
mp-6123;trivial*;LCEBR†;
mp-6166;trivial*;LCEBR†;
mp-6191;TI*;SEBR†;
mp-630866;SM*;ESFD†;Point
mp-6333;trivial*;LCEBR†;
mp-642731;SM*;ESFD†;Point
mp-643371;trivial*;LCEBR†;
mp-646507;SM*;ES†;Line
mp-650;trivial*;LCEBR†;
mp-6723;SM*;ESFD†;Point
mp-681992;TI*;SEBR†;
mp-6954;SM*;ES†;Line
mp-695892;trivial*;LCEBR†;
mp-696231;trivial*;LCEBR†;
mp-707729;trivial*;LCEBR†;
mp-7086;SM*;ESFD†;Point
mp-743;trivial*;LCEBR†;
mp-7462;trivial*;LCEBR†;
mp-7603;trivial*;LCEBR†;
mp-7826;trivial*;LCEBR†;
mp-893;TI*;NLC†;
mp-8999;SM*;ESFD†;Point
mp-9198;trivial*;LCEBR†;
mp-9298;trivial*;LCEBR†;
mp-9588;trivial*;LCEBR†;
mp-9615;SM*;ESFD†;Point
mp-976257;SM*;ESFD†;Point
mp-9986;trivial*;LCEBR†;
mp-10010;SM*;ESFD†;Point
mp-1018033;trivial*;LCEBR†;
mp-10203;SM*;ESFD†;Point
mp-10259;SM*;ES†;Line
mp-1032;SM*;ESFD†;Point
mp-10402;trivial*;LCEBR†;
mp-10470;TI*;NLC†;
mp-10566;trivial*;LCEBR†;
mp-10614;trivial*;LCEBR†;
mp-1070;trivial*;LCEBR†;
mp-10849;SM*;ESFD†;Point
mp-11194;SM*;ESFD†;Point
mp-11388;SM*;ES†;Line
mp-11517;SM*;ESFD†;Point
mp-11556;TI*;SEBR†;
mp-1161;SM*;ESFD†;Point
mp-12964;SM*;ES†;Line
mp-12996;SM*;ESFD†;Point
mp-1310;SM*;ESFD†;Point
mp-13189;trivial*;LCEBR†;
mp-13920;TI*;NLC†;
mp-14324;trivial*;LCEBR†;
mp-14500;trivial*;LCEBR†;
mp-14560;SM*;ESFD†;Point
mp-1525;TI*;SEBR†;
mp-16044;SM*;ES†;Line
mp-16223;SM*;ES†;Line
mp-16646;trivial*;LCEBR†;
mp-16913;trivial*;LCEBR†;
mp-17396;SM*;ESFD†;Point
mp-17904;trivial*;LCEBR†;
mp-17965;trivial*;LCEBR†;
mp-1825;SM*;ESFD†;Point
mp-18257;trivial*;LCEBR†;
mp-1827;SM*;ES†;Line
mp-18684;trivial*;LCEBR†;
mp-1887;trivial*;LCEBR†;
mp-18939;trivial*;LCEBR†;
mp-20300;trivial*;LCEBR†;
mp-20756;SM*;ESFD†;Point
mp-20836;SM*;ES†;Line
mp-20862;SM*;ESFD†;Point
mp-20996;TI*;SEBR†;
mp-21030;SM*;ES†;Line
mp-21140;SM*;ESFD†;Point
mp-22466;SM*;ES†;Line
mp-22470;SM*;ESFD†;Point
mp-22772;SM*;ESFD†;Point
mp-23299;trivial*;LCEBR†;
mp-23451;SM*;ES†;Line
mp-23700;trivial*;LCEBR†;
mp-24084;trivial*;LCEBR†;
mp-24201;SM*;ESFD†;Point
mp-2675;TI*;SEBR†;
mp-2707;SM*;ES†;Line
mp-27192;trivial*;LCEBR†;
mp-27322;trivial*;LCEBR†;
mp-27487;trivial*;LCEBR†;
mp-27488;trivial*;LCEBR†;
mp-27735;trivial*;LCEBR†;
mp-27924;trivial*;LCEBR†;
mp-27974;SM*;ESFD†;Point
mp-281;trivial*;LCEBR†;
mp-28532;TI*;NLC†;
mp-28721;trivial*;LCEBR†;
mp-28793;trivial*;LCEBR†;
mp-29305;trivial*;LCEBR†;
mp-29396;trivial*;LCEBR†;
mp-29585;trivial*;LCEBR†;
mp-29983;trivial*;LCEBR†;
mp-30125;SM*;ESFD†;Point
mp-30129;trivial*;LCEBR†;
mp-30156;trivial*;LCEBR†;
mp-30237;trivial*;LCEBR†;
mp-30254;TI*;NLC†;
mp-30527;SM*;ESFD†;Point
mp-30823;SM*;ES†;Line
mp-30913;SM*;ESFD†;Point
mp-3163;trivial*;LCEBR†;
mp-3165;SM*;ESFD†;Point
mp-3222;SM*;ESFD†;Point
mp-3363;SM*;ES†;Line
mp-3650;trivial*;LCEBR†;
mp-3666;trivial*;LCEBR†;
mp-376;SM*;ESFD†;Point
mp-4297;SM*;ES†;Line
mp-433;TI*;NLC†;
mp-4735;TI*;NLC†;
mp-4836;TI*;SEBR†;
mp-4930;trivial*;LCEBR†;
mp-5019;SM*;ES†;Line
mp-504617;SM*;ESFD†;Point
mp-505554;SM*;ES†;Plane
mp-5057;TI*;SEBR†;
mp-5386;SM*;ES†;Line
mp-543001;SM*;ES†;Line
mp-546973;trivial*;LCEBR†;
mp-553248;trivial*;LCEBR†;
mp-5538;SM*;ESFD†;Point
mp-555463;trivial*;LCEBR†;
mp-5556;SM*;ES†;Line
mp-556004;trivial*;LCEBR†;
mp-556111;TI*;NLC†;
mp-556604;SM*;ES†;Line
mp-557251;trivial*;LCEBR†;
mp-557480;trivial*;LCEBR†;
mp-557637;trivial*;LCEBR†;
mp-558430;trivial*;LCEBR†;
mp-558847;trivial*;LCEBR†;
mp-559252;trivial*;LCEBR†;
mp-559893;trivial*;LCEBR†;
mp-561196;trivial*;LCEBR†;
mp-561465;trivial*;LCEBR†;
mp-561703;trivial*;LCEBR†;
mp-561877;trivial*;LCEBR†;
mp-562137;trivial*;LCEBR†;
mp-567362;SM*;ESFD†;Point
mp-567530;SM*;ES†;Plane
mp-567817;trivial*;LCEBR†;
mp-568077;SM*;ES†;Line
mp-570858;trivial*;LCEBR†;
mp-571260;trivial*;LCEBR†;
mp-582011;SM*;ESFD†;Point
mp-5985;TI*;NLC†;
mp-610491;trivial*;LCEBR†;
mp-630641;SM*;ESFD†;Point
mp-638018;TI*;SEBR†;
mp-642650;trivial*;LCEBR†;
mp-646456;SM*;ESFD†;Point
mp-654374;TI*;SEBR†;
mp-672333;trivial*;LCEBR†;
mp-672705;trivial*;LCEBR†;
mp-6952;TI*;SEBR†;
mp-745;trivial*;LCEBR†;
mp-753954;SM*;ESFD†;Point
mp-7583;trivial*;LCEBR†;
mp-772968;trivial*;LCEBR†;
mp-7874;SM*;ES†;Line
mp-81;SM*;ESFD†;Point
mp-864632;TI*;SEBR†;
mp-8672;TI*;SEBR†;
mp-867348;TI*;SEBR†;
mp-8770;SM*;ESFD†;Point
mp-9195;trivial*;LCEBR†;
mp-972051;TI*;NLC†;
mp-9759;SM*;ES†;Line
mp-980084;SM*;ES†;Line
mp-1019793;trivial*;LCEBR†;
mp-10444;trivial*;LCEBR†;
mp-10645;SM*;ESFD†;Point
mp-10752;SM*;ESFD†;Point
mp-10754;SM*;ESFD†;Point
mp-10922;SM*;ESFD†;Point
mp-10981;SM*;ESFD†;Point
mp-10998;TI*;SEBR†;
mp-11142;SM*;ESFD†;Point
mp-11274;SM*;ES†;Line
mp-11352;TI*;SEBR†;
mp-12264;SM*;ESFD†;Point
mp-12378;TI*;SEBR†;
mp-12633;TI*;NLC†;
mp-13407;SM*;ESFD†;Point
mp-13483;SM*;ES†;Line
mp-14825;SM*;ESFD†;Point
mp-1518;SM*;ESFD†;Point
mp-1549;SM*;ESFD†;Point
mp-16488;SM*;ESFD†;Point
mp-1682;SM*;ES†;Line
mp-17242;SM*;ESFD†;Point
mp-18635;trivial*;LCEBR†;
mp-1901;SM*;ESFD†;Point
mp-19125;trivial*;LCEBR†;
mp-19818;SM*;ESFD†;Point
mp-19907;trivial*;LCEBR†;
mp-19985;trivial*;LCEBR†;
mp-20571;trivial*;LCEBR†;
mp-20627;SM*;ES†;Line
mp-20662;trivial*;LCEBR†;
mp-20768;SM*;ESFD†;Point
mp-21038;SM*;ESFD†;Point
mp-21082;SM*;ES†;Line
mp-21104;SM*;ES†;Line
mp-21122;SM*;ES†;Line
mp-21211;SM*;ESFD†;Point
mp-21890;SM*;ESFD†;Point
mp-22405;trivial*;LCEBR†;
mp-22423;SM*;ESFD†;Point
mp-22496;SM*;ESFD†;Point
mp-2263;SM*;ESFD†;Point
mp-22858;trivial*;LCEBR†;
mp-22936;trivial*;LCEBR†;
mp-23170;trivial*;LCEBR†;
mp-23197;trivial*;LCEBR†;
mp-23289;trivial*;LCEBR†;
mp-23313;SM*;ES†;Line
mp-23794;trivial*;LCEBR†;
mp-2412;trivial*;LCEBR†;
mp-2520;SM*;ESFD†;Point
mp-2599;SM*;ESFD†;Point
mp-27330;SM*;ESFD†;Point
mp-2795;TI*;SEBR†;
mp-27972;trivial*;LCEBR†;
mp-28230;trivial*;LCEBR†;
mp-28430;trivial*;LCEBR†;
mp-29163;trivial*;LCEBR†;
mp-29623;trivial*;LCEBR†;
mp-29699;trivial*;LCEBR†;
mp-29857;trivial*;LCEBR†;
mp-29896;SM*;ESFD†;Point
mp-30078;trivial*;LCEBR†;
mp-30427;trivial*;LCEBR†;
mp-30875;TI*;SEBR†;
mp-31286;SM*;ES†;Line
mp-3709;SM*;ESFD†;Point
mp-4283;SM*;ESFD†;Point
mp-4589;trivial*;LCEBR†;
mp-4906;trivial*;LCEBR†;
mp-5025;SM*;ES†;Line
mp-505692;SM*;ESFD†;Point
mp-5105;SM*;ESFD†;Point
mp-5221;SM*;ESFD†;Point
mp-542143;trivial*;LCEBR†;
mp-542943;trivial*;LCEBR†;
mp-551675;SM*;ESFD†;Point
mp-557411;SM*;ESFD†;Point
mp-557540;trivial*;LCEBR†;
mp-557738;trivial*;LCEBR†;
mp-558407;trivial*;LCEBR†;
mp-560607;trivial*;LCEBR†;
mp-560638;trivial*;LCEBR†;
mp-561949;SM*;ESFD†;Point
mp-567060;trivial*;LCEBR†;
mp-567604;trivial*;LCEBR†;
mp-567692;SM*;ESFD†;Point
mp-569360;TI*;NLC†;
mp-570456;SM*;ESFD†;Point
mp-570491;SM*;ESFD†;Point
mp-571350;SM*;ES†;Line
mp-573891;trivial*;LCEBR†;
mp-5778;trivial*;LCEBR†;
mp-5962;trivial*;LCEBR†;
mp-601193;SM*;ESFD†;Point
mp-603640;trivial*;LCEBR†;
mp-6065;trivial*;LCEBR†;
mp-640044;SM*;ES†;Line
mp-6730;trivial*;LCEBR†;
mp-6914;SM*;ESFD†;Point
mp-697236;trivial*;LCEBR†;
mp-714931;TI*;NLC†;
mp-7425;SM*;ES†;Plane
mp-787;SM*;ESFD†;Point
mp-7885;trivial*;LCEBR†;
mp-8219;TI*;SEBR†;
mp-8322;TI*;SEBR†;
mp-8377;trivial*;LCEBR†;
mp-8543;trivial*;LCEBR†;
mp-8557;SM*;ESFD†;Point
mp-8713;SM*;ESFD†;Point
mp-8943;trivial*;LCEBR†;
mp-9028;trivial*;LCEBR†;
mp-9372;SM*;ESFD†;Point
mp-9397;trivial*;LCEBR†;
mp-969;TI*;SEBR†;
mp-9788;trivial*;LCEBR†;
mp-991652;trivial*;LCEBR†;
mp-9945;SM*;ESFD†;Point
mp-1007976;SM*;ES†;Plane
mp-1018757;SM*;ES†;Line
mp-1019547;trivial*;LCEBR†;
mp-10899;SM*;ES†;Line
mp-10928;trivial*;LCEBR†;
mp-11361;SM*;ESFD†;Point
mp-12084;SM*;ESFD†;Point
mp-12803;TI*;SEBR†;
mp-13079;SM*;ESFD†;Point
mp-13532;TI*;SEBR†;
mp-14815;SM*;ESFD†;Point
mp-1570;SM*;ESFD†;Point
mp-16060;trivial*;LCEBR†;
